//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5															
0																							
1	0	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Small Axe					
1	1	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Hand Axe					
1	2	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Double Axe					
1	3	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Tomahawk					
1	4	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Elven Axe					
1	5	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Battle Axe					
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3					
15	203	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 8X1					
15	208	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 5X1					
2	5	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Crystal Sword					
2	6	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Chaos Dragon Axe					
15	204	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 1X4					
2	0	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace					
2	1	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Morning Star					
2	2	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Flail					
2	3	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Hammer					
2	4	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Crystal Morning Star					
//2	7	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Elemental Mace					
15	203	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 8X1					
2	8	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Battle Scepter					
2	9	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Master Scepter					
2	10	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Scepter					
2	11	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Lord Scepter					
2	15	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shining Scepter					
2	12	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Lord Scepter					
2	13	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Divine Scepter of Archangel					
2	14	0	255	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Soleil Sceptor					
end																							
																							
