//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5													
0																					
5	3	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Thunder Staff			
5	4	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gorgon Staff			
5	5	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Staff			
5	6	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff of Resurrection			
5	7	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Chaos Lighting Staff			
5	8	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff of Destruction			
5	9	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Soul Staff			
5	11	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff of Kundun			
15	206	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 3X1			
15	205	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X4			
5	13	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Platina Staff			
5	10	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Divine Staff of Archangel			
5	12	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Viper Staff			
5	0	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Skull Staff			
5	1	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Angelic Staff			
5	2	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Serpent Staff			
//15	206	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 3X1			
15	203	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 8X1			
5	14	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mystery Stick			
5	15	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Violent Wind Stick			
5	16	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Wing Stick			
5	17	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ancient Stick			
5	18	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Demonic Stick			
5	19	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Storm Blitz Stick			
15	205	15	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X4			
5	21	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Book of Samut			
5	22	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Book of Neil			
5	23	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Book of Lagle			
end																					
