//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5														
0																						
7	35	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Eclipse Helm				
7	18	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Grand Soul Helm				
7	22	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Dark Soul Helm				
7	30	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Venom Mist Helm				
8	35	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Eclipse Armor				
8	18	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Grand Soul Armor				
8	22	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Dark Soul Armor				
8	30	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Venom Mist Armor				
9	35	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Eclipse Pants				
9	18	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Grand Soul Pants				
9	22	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Dark Soul Pants				
9	30	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Venom Mist Pants				
10	35	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Eclipse Gloves				
10	18	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Grand Soul Gloves				
10	22	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Dark Soul Gloves				
10	30	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Venom Mist Gloves				
11	35	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Eclipse Boots				
11	18	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Grand Soul Boots				
11	22	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Dark Soul Boots				
11	30	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Venom Mist Boots				
end																						
																						
