//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5													
0																					
0	1	15	255	0	1	7	63	0	109	0	255	255	255	255	255	255	0	// Kris			
0	2	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Rapier			
0	3	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Katana			
0	4	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Sword of Assassin			
0	5	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Blade			
0	6	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Gladius			
0	7	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Falchion			
15	202	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 1X3			
0	8	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Serpent Sword			
0	9	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Sword of Salamander			
0	11	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Legendary Sword			
0	12	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Heliacal Sword			
0	13	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Double Blade			
0	14	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Lighting Sword			
0	15	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Giant Sword			
15	204	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 1X4			
0	10	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Light Saber			
0	16	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Sword of Destruction			
0	17	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Dark Breaker			
0	19	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Divine Sword of Archangel			
0	20	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Knight Blade			
0	24	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Daybreak			
0	22	15	255	1	1	7	63	0	109	128	255	255	255	255	255	255	0	// Bone Blade			
15	203	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 8X1			
0	18	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Thunder Blade			
0	21	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Dark Reign Blade			
0	25	15	255	1	1	7	63	0	109	0	255	255	255	255	255	255	0	// Sword Dancer			
0	23	15	255	1	1	7	63	0	109	128	255	255	255	255	255	255	0	// Explosion Blade			
end																					
