//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5													
0																					
7	39	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Violent Wind Helm			
7	40	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Red Wing Helm			
7	41	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Ancient Helm			
7	42	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Demonic Helm			
8	39	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Violent Wind Armor			
8	40	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Red Wing Armor			
8	41	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Ancient Armor			
8	42	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Demonic Armor			
9	39	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Violent Wind Pants			
9	40	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Red Wing Pants			
9	41	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Ancient Pants			
9	42	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Demonic Pants			
10	39	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Violent Wind Gloves			
10	40	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Red Wing Gloves			
10	41	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Ancient Gloves			
10	42	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Demonic Wind Gloves			
11	39	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Violent Wind Boots			
11	40	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Red Wing Boots			
11	41	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Ancient Boots			
11	42	15	255	0	1	7	63	0	125	0	255	255	255	255	255	255	0	// Demonic Boots			
7	43	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Storm Blitz Helm			
8	43	15	255	0	1	7	63	0	125 128	255	255	255	255	255	255	0	// Storm Blitz Armor					
9	43	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Storm Blitz Pants			
10	43	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Storm Blitz Gloves			
11	43	15	255	0	1	7	63	0	125	128	255	255	255	255	255	255	0	// Storm Blitz Boots			
end																					
