//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5															
0																							
13	0	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Guardian Angel					
13	1	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Imp					
13	2	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Horn of Uniria					
13	3	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Horn of Dinorant					
13	64	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Demon					
13	65	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Spirit of Guardian					
13	60	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Rudolf					
13	80	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Panda					
13	106	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Unicorn					
13	123	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Skeleton					
13	200	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Ghost Horse					
13	201	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Dragon Knight					
13	202	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Dark Wizard					
13	203	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Fairy Elf					
13	204	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Luki					
13	206	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// William					
13	208	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Tibetton					
13	210	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Wooparoo					
13	212	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Chiron					
13	214	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Desmodus					
13	216	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Tibetton (Mount)					
13	218	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Rune Wizard					
13	219	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Gaion Kharein					
13	220	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Prince					
13	221	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// King Rex Milon					
13	222	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Loggle					
13	224	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Repen					
13	226	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Repen (Mount)					
13	228	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Balrog					
13	230	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Phoenix of Darkness					
13	232	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Kundun					
13	234	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Nightmare					
13	236	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// HellMaine					
13	238	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Selupan					
13	240	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Medusa					
13	242	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Lord Silvester					
13	244	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Nix					
13	246	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Ice Dragon					
13	240	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Ice Dragon (Rare)					
13	248	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Great Wizard Etramu					
13	249	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Skull					
13	251	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Witch					
13	253	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Pumpkin					
13	255	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Pumpkin Girl					
13	250	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Ghost					
13	259	0	255	0	1	0	0	0	0	0	255	255	255	255	255	255	0	// Mummified Boy					
end																							
