0
//Section   Type   Level   	Dur   	Skill   Luck   	Option  ExcOp	SetOp	JoH		OEx	Socket1	Socket2	Socket3	Socket4	Socket5 SctBon	Timer	Name																					
	7		6		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Scale Helm	
	7		8		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Brass Helm	
	7		9		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Plate Helm	
	7		0		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Bronze Helm	
	8		6		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Scale Armor	
	8		8		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Brass Armor	
	8		9		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Plate Armor	
	8		0		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Bronze Armor	
	9		6		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Scale Pants	
	9		8		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Brass Pants	
	9		9		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Plate Pants	
	9		0		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Bronze Pants	
	10		6		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Scale Gloves	
	10		8		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Brass Gloves	
	10		9		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Plate Gloves	
	10		0		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Bronze Gloves	
	11		6		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Scale Boots	
	11		8		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Brass Boots	
	11		9		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Plate Boots	
	11		0		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Bronze Boots	
	0		4		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Sword of Assassin	
	0		3		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Katana	
	0		14		7		255		1		1		7		0		0		0		0	255		255		255		255		255		255		0		//Lighting Sword	
	12		7		7		100		0		1		0		0		0		0		0	255		255		255		255		255		255		0		//Orb of Twisting Slash	
	12		12		7		0		0		1		0		0		0		0		0	255		255		255		255		255		255		0		//Orb of Rageful Blow	
	12		13		7		0		0		1		0		0		0		0		0	255		255		255		255		255		255		0		//Orb of Impale	
	12		14		7		0		0		1		0		0		0		0		0	255		255		255		255		255		255		0		//Orb of Greater Fortitude	
	12		19		7		0		0		1		0		0		0		0		0	255		255		255		255		255		255		0		//Orb of Death Stab	
	12		44		7		0		0		1		0		0		0		0		0	255		255		255		255		255		255		0		//Crystal of Destruction	
end							
																										
