//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5												
0																				
14	0	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Apple		
14	1	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Small Healing Potion		
14	2	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Healing Potion		
14	3	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Large Healing Potion		
14	4	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Small Mana Potion		
14	5	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Mana Potion		
14	6	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Large Mana Potion		
14	10	0	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Town Portal Scroll		
14	8	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//Antidote		
end																				
