//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5														
0																						
7	14	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Helm				
7	36	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Helm				
7	19	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Holy Spirit Helm				
7	24	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Helm				
8	14	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Armor				
8	36	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Armor				
8	19	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Divine Armor				
8	24	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Armor				
9	14	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Pants				
9	19	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Divine Pants				
9	24	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Pants				
9	36	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Pants				
10	14	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Gloves				
10	19	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Holy Spirit Gloves				
10	24	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Gloves				
10	36	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Gloves				
11	14	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Guardian Boots				
11	19	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Divine Boots				
11	24	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Red Spirit Boots				
11	36	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Iris Boots				
7	31	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Helm				
15	201	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO 2X2				
15	201	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO 2X2				
8	31	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Armor				
9	31	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Pants				
10	31	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Gloves				
11	31	0	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sylphid Ray Boots				
end																						
