//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5														
0																						
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
12	36	15	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wings of Storm				
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
12	37	15	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wings of Eternal				
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
12	38	15	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wings of Illusion				
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
12	39	15	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wings of Ruin				
15	207	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 2X3				
15	202	0	255	0	0	0	0	0	0	0	255	255	255	255	255	255	0	//ESPAÇO VAZIO 1X3				
12	43	15	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Wings of Dimension				
12	40	15	255	0	1	7	63	0	0	0	255	255	255	255	255	255	0	// Cape of Emperor				
end																						
																						
