//Section   Type   Level   Dur   Skill   Luck   Option   ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5															
0																							
7	25	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Light Plate Mask					
7	26	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Adamantine Mask					
7	27	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Dark Steel Mask					
2	12	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Great Lord Scepter					
2	13	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Divine Scepter					
8	25	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Light Plate Armor					
8	26	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Adamantine Armor					
8	27	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Dark Steel Armor					
2	11	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Lord Scepter					
2	10	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Great Scepter					
9	25	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Light Plate Pants					
9	26	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Adamantine Pants					
9	27	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Dark Steel Pants					
10	25	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Light Plate Gloves					
10	26	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Adamantine Gloves					
10	27	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Dark Steel Gloves					
6	7	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Spiked Shield					
11	25	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Light Plate Boots					
11	26	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Adamantine Boots					
11	27	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Dark Steel Boots					
6	5	7	255	1	1	7	0	0	0	0	255	255	255	255	255	255	0	//Dragon Slayer Shield					
12	21	0	0	0	1	0	0	0	0	0	255	255	255	255	255	255	0	//Scroll of FireBurst					
12	22	0	0	0	1	0	0	0	0	0	255	255	255	255	255	255	0	//Scroll of Summon					
12	23	0	0	0	1	0	0	0	0	0	255	255	255	255	255	255	0	//Scroll of Critical Damage					
12	24	0	0	0	1	0	0	0	0	0	255	255	255	255	255	255	0	//Scroll of Electric Spark					
12	35	0	0	0	1	0	0	0	0	0	255	255	255	255	255	255	0	//Scroll of Fire Scream					
12	48	0	0	0	1	0	0	0	0	0	255	255	255	255	255	255	0	//Scroll of Chaotic Diseier					
end																							
